country,age_group,sex,concert_months,no_concert_months,concert_avg_yoy,no_concert_avg_yoy,uplift_pct_point,t_statistic,binary_p_value,correlation,intensity_p_value,observations,intensity_result,binary_result,is_top10
Other Markets in Africa,Age 14 & Below,Female,125,38,15.81,-10.04,25.85,4.338,0.0,0.305,0.0001,163,Significant Positive,Significant Positive,0
Other Markets in Africa,Age 14 & Below,Male,125,38,12.78,0.18,12.6,2.005,0.0488,0.177,0.0235,163,Significant Positive,Significant Positive,0
Other Markets in Africa,Age 15 - 19,Female,125,38,20.18,13.18,7.01,0.537,0.5936,0.176,0.0249,163,Significant Positive,Not Significant,0
Other Markets in Africa,Age 15 - 19,Male,125,38,33.16,14.26,18.9,1.174,0.2438,0.208,0.0078,163,Significant Positive,Not Significant,0
Other Markets in Africa,Age 20 - 24,Female,125,38,11.44,-0.23,11.67,2.023,0.0456,0.178,0.0229,163,Significant Positive,Significant Positive,0
Other Markets in Africa,Age 20 - 24,Male,125,38,11.05,-13.4,24.46,3.679,0.0004,0.254,0.0011,163,Significant Positive,Significant Positive,0
Other Markets in Africa,Age 25 - 34,Female,125,38,10.46,1.78,8.67,2.095,0.04,0.303,0.0001,163,Significant Positive,Significant Positive,0
Other Markets in Africa,Age 25 - 34,Male,125,38,4.95,-7.81,12.76,3.092,0.0031,0.324,0.0,163,Significant Positive,Significant Positive,0
Other Markets in Africa,Age 35 - 44,Female,125,38,11.06,-3.04,14.1,3.136,0.0025,0.242,0.0018,163,Significant Positive,Significant Positive,0
Other Markets in Africa,Age 35 - 44,Male,125,38,5.4,-4.26,9.66,2.413,0.0189,0.21,0.0072,163,Significant Positive,Significant Positive,0
Other Markets in Africa,Age 45 - 54,Female,125,38,9.6,-0.43,10.02,1.965,0.0533,0.184,0.0189,163,Significant Positive,Not Significant,0
Other Markets in Africa,Age 45 - 54,Male,125,38,6.53,-2.7,9.22,2.302,0.0245,0.242,0.0018,163,Significant Positive,Significant Positive,0
Other Markets in Africa,Age 55 - 64,Female,125,38,13.88,1.19,12.7,2.29,0.0241,0.161,0.0395,163,Significant Positive,Significant Positive,0
Other Markets in Africa,Age 55 - 64,Male,125,38,8.98,2.31,6.67,1.391,0.1685,0.126,0.11,163,Not Significant,Not Significant,0
Other Markets in Africa,Age 65 & Above,Female,125,38,15.34,-2.39,17.73,2.782,0.0063,0.14,0.074,163,Not Significant,Significant Positive,0
Other Markets in Africa,Age 65 & Above,Male,125,38,10.95,1.26,9.69,1.804,0.0748,0.078,0.3197,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 14 & Below,Female,125,38,22.95,13.17,9.77,1.248,0.215,0.082,0.296,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 14 & Below,Male,125,38,23.53,19.07,4.46,0.509,0.612,0.085,0.278,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 15 - 19,Female,125,38,20.6,35.41,-14.81,-0.732,0.4681,-0.056,0.4758,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 15 - 19,Male,125,38,27.73,58.28,-30.54,-0.784,0.4376,-0.064,0.416,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 20 - 24,Female,125,38,11.43,5.41,6.01,1.294,0.2007,-0.002,0.9777,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 20 - 24,Male,125,38,13.02,9.93,3.09,0.529,0.5986,0.077,0.3308,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 25 - 34,Female,125,38,13.41,15.27,-1.86,-0.52,0.605,-0.114,0.1457,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 25 - 34,Male,125,38,10.52,11.86,-1.34,-0.352,0.7259,-0.072,0.3625,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 35 - 44,Female,125,38,16.77,11.4,5.37,1.224,0.2251,0.078,0.3206,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 35 - 44,Male,125,38,13.4,6.53,6.87,1.697,0.0952,0.134,0.0873,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 45 - 54,Female,125,38,15.71,11.37,4.33,0.891,0.3753,0.035,0.6552,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 45 - 54,Male,125,38,10.76,10.04,0.72,0.179,0.8582,0.042,0.5946,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 55 - 64,Female,125,38,17.0,15.86,1.14,0.222,0.8252,-0.011,0.8936,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 55 - 64,Male,125,38,12.17,12.3,-0.13,-0.037,0.9709,-0.005,0.9489,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 65 & Above,Female,125,38,20.66,24.05,-3.39,-0.463,0.6452,-0.074,0.3461,163,Not Significant,Not Significant,0
Other Markets in Americas,Age 65 & Above,Male,125,38,15.59,17.7,-2.11,-0.404,0.6873,-0.026,0.7395,163,Not Significant,Not Significant,0
Other Markets in Europe,Age 14 & Below,Female,125,38,17.03,13.91,3.12,0.735,0.4657,0.228,0.0034,163,Significant Positive,Not Significant,0
Other Markets in Europe,Age 14 & Below,Male,125,38,16.48,14.4,2.09,0.53,0.5981,0.16,0.0409,163,Significant Positive,Not Significant,0
Other Markets in Europe,Age 15 - 19,Female,125,38,20.69,12.74,7.95,1.145,0.2573,0.186,0.0174,163,Significant Positive,Not Significant,0
Other Markets in Europe,Age 15 - 19,Male,125,38,21.25,12.52,8.73,1.174,0.2452,0.075,0.3445,163,Not Significant,Not Significant,0
Other Markets in Europe,Age 20 - 24,Female,125,38,13.96,8.89,5.07,1.835,0.0714,0.266,0.0006,163,Significant Positive,Not Significant,0
Other Markets in Europe,Age 20 - 24,Male,125,38,13.32,10.82,2.5,0.846,0.4006,0.235,0.0025,163,Significant Positive,Not Significant,0
Other Markets in Europe,Age 25 - 34,Female,125,38,11.82,7.86,3.97,1.758,0.0837,0.165,0.0354,163,Significant Positive,Not Significant,0
Other Markets in Europe,Age 25 - 34,Male,125,38,10.3,6.46,3.84,1.989,0.0503,0.204,0.0089,163,Significant Positive,Not Significant,0
Other Markets in Europe,Age 35 - 44,Female,125,38,13.7,8.48,5.22,1.762,0.0839,0.241,0.002,163,Significant Positive,Not Significant,0
Other Markets in Europe,Age 35 - 44,Male,125,38,9.79,6.25,3.54,1.592,0.1165,0.247,0.0015,163,Significant Positive,Not Significant,0
Other Markets in Europe,Age 45 - 54,Female,125,38,14.13,10.31,3.82,1.33,0.188,0.191,0.0146,163,Significant Positive,Not Significant,0
Other Markets in Europe,Age 45 - 54,Male,125,38,10.8,6.52,4.27,2.087,0.0403,0.22,0.0048,163,Significant Positive,Significant Positive,0
Other Markets in Europe,Age 55 - 64,Female,125,38,14.09,8.79,5.3,1.828,0.0723,0.203,0.0093,163,Significant Positive,Not Significant,0
Other Markets in Europe,Age 55 - 64,Male,125,38,9.77,7.54,2.23,0.914,0.3647,0.196,0.0123,163,Significant Positive,Not Significant,0
Other Markets in Europe,Age 65 & Above,Female,125,38,15.52,16.64,-1.13,-0.289,0.7732,-0.043,0.5891,163,Not Significant,Not Significant,0
Other Markets in Europe,Age 65 & Above,Male,125,38,11.54,13.74,-2.2,-0.638,0.5263,-0.054,0.497,163,Not Significant,Not Significant,0
Other Markets in Greater China,Age 14 & Below,Female,125,38,18.55,44.01,-25.46,-1.673,0.101,-0.154,0.0502,163,Not Significant,Not Significant,0
Other Markets in Greater China,Age 14 & Below,Male,125,38,17.97,47.25,-29.28,-1.94,0.0585,-0.18,0.0218,163,Significant Negative,Not Significant,0
Other Markets in Greater China,Age 15 - 19,Female,125,38,24.48,17.14,7.34,0.471,0.639,0.059,0.4513,163,Not Significant,Not Significant,0
Other Markets in Greater China,Age 15 - 19,Male,125,38,24.87,38.09,-13.22,-0.738,0.4641,-0.087,0.2719,163,Not Significant,Not Significant,0
Other Markets in Greater China,Age 20 - 24,Female,125,38,7.3,13.06,-5.77,-0.847,0.4001,0.059,0.4536,163,Not Significant,Not Significant,0
Other Markets in Greater China,Age 20 - 24,Male,125,38,7.56,20.2,-12.64,-1.577,0.1207,-0.025,0.752,163,Not Significant,Not Significant,0
Other Markets in Greater China,Age 25 - 34,Female,125,38,5.95,25.12,-19.17,-2.963,0.0047,-0.17,0.0297,163,Significant Negative,Significant Negative,0
Other Markets in Greater China,Age 25 - 34,Male,125,38,8.82,21.59,-12.77,-1.754,0.0853,-0.072,0.3582,163,Not Significant,Not Significant,0
Other Markets in Greater China,Age 35 - 44,Female,125,38,7.65,28.3,-20.64,-2.139,0.0383,-0.14,0.0742,163,Not Significant,Significant Negative,0
Other Markets in Greater China,Age 35 - 44,Male,125,38,6.94,22.69,-15.75,-1.921,0.0613,-0.086,0.2736,163,Not Significant,Not Significant,0
Other Markets in Greater China,Age 45 - 54,Female,125,38,6.27,33.11,-26.84,-2.876,0.0063,-0.174,0.0267,163,Significant Negative,Significant Negative,0
Other Markets in Greater China,Age 45 - 54,Male,125,38,5.29,22.52,-17.23,-2.273,0.028,-0.102,0.1952,163,Not Significant,Significant Negative,0
Other Markets in Greater China,Age 55 - 64,Female,125,38,13.67,42.07,-28.4,-2.275,0.028,-0.216,0.0055,163,Significant Negative,Significant Negative,0
Other Markets in Greater China,Age 55 - 64,Male,125,38,9.33,34.56,-25.23,-2.381,0.022,-0.202,0.0097,163,Significant Negative,Significant Negative,0
Other Markets in Greater China,Age 65 & Above,Female,125,38,18.73,39.64,-20.91,-1.636,0.1088,-0.091,0.2455,163,Not Significant,Not Significant,0
Other Markets in Greater China,Age 65 & Above,Male,125,38,12.15,47.87,-35.72,-2.707,0.0097,-0.219,0.005,163,Significant Negative,Significant Negative,0
Other Markets in North Asia,Age 14 & Below,Female,93,31,35.6,51.76,-16.16,-0.531,0.5981,-0.07,0.4426,124,Not Significant,Not Significant,0
Other Markets in North Asia,Age 20 - 24,Male,80,31,37.22,22.47,14.75,0.438,0.6637,0.079,0.4072,111,Not Significant,Not Significant,0
Other Markets in North Asia,Age 25 - 34,Female,116,36,45.57,46.53,-0.96,-0.03,0.9762,-0.105,0.1967,152,Not Significant,Not Significant,0
Other Markets in North Asia,Age 25 - 34,Male,121,38,64.56,17.13,47.43,1.892,0.0608,0.118,0.1378,159,Not Significant,Not Significant,0
Other Markets in North Asia,Age 35 - 44,Female,110,36,32.03,86.92,-54.89,-1.35,0.1836,-0.14,0.0927,146,Not Significant,Not Significant,0
Other Markets in North Asia,Age 35 - 44,Male,115,38,34.21,24.72,9.49,0.298,0.7663,0.062,0.4442,153,Not Significant,Not Significant,0
Other Markets in North Asia,Age 45 - 54,Female,109,35,40.32,39.02,1.29,0.043,0.9661,-0.02,0.8143,144,Not Significant,Not Significant,0
Other Markets in North Asia,Age 45 - 54,Male,120,38,46.49,20.5,25.99,0.758,0.4494,0.119,0.1377,158,Not Significant,Not Significant,0
Other Markets in North Asia,Age 55 - 64,Female,105,33,28.04,18.23,9.81,0.455,0.6509,-0.117,0.173,138,Not Significant,Not Significant,0
Other Markets in North Asia,Age 55 - 64,Male,115,36,29.99,45.21,-15.22,-0.377,0.7083,-0.035,0.6678,151,Not Significant,Not Significant,0
Other Markets in Oceania,Age 14 & Below,Female,125,38,14.35,-0.1,14.45,1.923,0.0581,-0.001,0.9887,163,Not Significant,Not Significant,0
Other Markets in Oceania,Age 14 & Below,Male,125,38,15.26,0.93,14.33,2.145,0.0348,0.055,0.4869,163,Not Significant,Significant Positive,0
Other Markets in Oceania,Age 15 - 19,Female,125,38,33.51,34.6,-1.09,-0.04,0.9685,-0.081,0.3059,163,Not Significant,Not Significant,0
Other Markets in Oceania,Age 15 - 19,Male,125,38,34.48,24.18,10.3,0.583,0.5614,0.039,0.624,163,Not Significant,Not Significant,0
Other Markets in Oceania,Age 20 - 24,Female,125,38,25.5,19.17,6.33,0.572,0.5693,-0.041,0.6019,163,Not Significant,Not Significant,0
Other Markets in Oceania,Age 20 - 24,Male,125,38,24.72,42.45,-17.73,-0.807,0.4237,0.013,0.8739,163,Not Significant,Not Significant,0
Other Markets in Oceania,Age 25 - 34,Female,125,38,12.92,5.58,7.33,1.405,0.1644,0.025,0.7481,163,Not Significant,Not Significant,0
Other Markets in Oceania,Age 25 - 34,Male,125,38,9.47,6.09,3.38,0.725,0.471,0.034,0.6683,163,Not Significant,Not Significant,0
Other Markets in Oceania,Age 35 - 44,Female,125,38,12.0,1.33,10.67,2.362,0.0206,0.14,0.0748,163,Not Significant,Significant Positive,0
Other Markets in Oceania,Age 35 - 44,Male,125,38,5.78,-2.98,8.76,2.868,0.0055,0.225,0.004,163,Significant Positive,Significant Positive,0
Other Markets in Oceania,Age 45 - 54,Female,125,38,11.54,-1.92,13.46,3.021,0.0032,0.1,0.2057,163,Not Significant,Significant Positive,0
Other Markets in Oceania,Age 45 - 54,Male,125,38,3.45,-2.42,5.87,1.969,0.0531,0.071,0.3653,163,Not Significant,Not Significant,0
Other Markets in Oceania,Age 55 - 64,Female,125,38,9.68,2.88,6.8,1.175,0.2447,0.032,0.6838,163,Not Significant,Not Significant,0
Other Markets in Oceania,Age 55 - 64,Male,125,38,5.8,1.41,4.39,1.15,0.2544,0.088,0.2627,163,Not Significant,Not Significant,0
Other Markets in Oceania,Age 65 & Above,Female,125,38,16.96,3.65,13.3,1.619,0.1099,-0.02,0.7971,163,Not Significant,Not Significant,0
Other Markets in Oceania,Age 65 & Above,Male,125,38,8.35,3.57,4.78,0.875,0.3849,-0.14,0.074,163,Not Significant,Not Significant,0
Other Markets in South Asia,Age 14 & Below,Female,125,38,16.16,9.62,6.54,0.612,0.5416,0.11,0.1609,163,Not Significant,Not Significant,0
Other Markets in South Asia,Age 14 & Below,Male,125,38,16.91,15.08,1.82,0.159,0.8741,0.067,0.3978,163,Not Significant,Not Significant,0
Other Markets in South Asia,Age 15 - 19,Female,125,38,17.74,5.83,11.92,1.322,0.1896,0.098,0.2128,163,Not Significant,Not Significant,0
Other Markets in South Asia,Age 15 - 19,Male,125,38,16.75,-5.38,22.13,2.51,0.0141,0.125,0.1124,163,Not Significant,Significant Positive,0
Other Markets in South Asia,Age 20 - 24,Female,125,38,8.21,-6.57,14.78,2.576,0.0122,0.06,0.4497,163,Not Significant,Significant Positive,0
Other Markets in South Asia,Age 20 - 24,Male,125,38,10.68,-8.13,18.82,2.71,0.0082,0.136,0.0841,163,Not Significant,Significant Positive,0
Other Markets in South Asia,Age 25 - 34,Female,125,38,6.35,3.49,2.86,0.807,0.4222,0.051,0.515,163,Not Significant,Not Significant,0
Other Markets in South Asia,Age 25 - 34,Male,125,38,4.32,-4.02,8.34,2.239,0.0286,0.121,0.1228,163,Not Significant,Significant Positive,0
Other Markets in South Asia,Age 35 - 44,Female,125,38,10.18,3.76,6.42,1.309,0.1956,0.085,0.2792,163,Not Significant,Not Significant,0
Other Markets in South Asia,Age 35 - 44,Male,125,38,3.97,2.21,1.76,0.514,0.6095,0.097,0.2181,163,Not Significant,Not Significant,0
Other Markets in South Asia,Age 45 - 54,Female,125,38,10.99,4.77,6.22,1.316,0.1927,0.148,0.059,163,Not Significant,Not Significant,0
Other Markets in South Asia,Age 45 - 54,Male,125,38,6.01,2.06,3.95,1.022,0.3111,0.134,0.0892,163,Not Significant,Not Significant,0
Other Markets in South Asia,Age 55 - 64,Female,125,38,15.05,11.21,3.84,0.603,0.5486,0.138,0.0783,163,Not Significant,Not Significant,0
Other Markets in South Asia,Age 55 - 64,Male,125,38,8.14,7.13,1.01,0.221,0.826,0.061,0.4412,163,Not Significant,Not Significant,0
Other Markets in South Asia,Age 65 & Above,Female,125,38,16.9,17.11,-0.21,-0.023,0.9821,0.057,0.4692,163,Not Significant,Not Significant,0
Other Markets in South Asia,Age 65 & Above,Male,125,38,12.12,11.98,0.14,0.023,0.9814,0.097,0.2194,163,Not Significant,Not Significant,0
Other Markets in Southeast Asia,Age 14 & Below,Female,125,38,14.93,24.32,-9.39,-1.389,0.1706,-0.137,0.0815,163,Not Significant,Not Significant,0
Other Markets in Southeast Asia,Age 14 & Below,Male,125,38,14.59,27.23,-12.64,-1.654,0.1042,-0.156,0.0461,163,Significant Negative,Not Significant,0
Other Markets in Southeast Asia,Age 15 - 19,Female,125,38,11.93,15.59,-3.66,-0.608,0.5458,-0.127,0.1061,163,Not Significant,Not Significant,0
Other Markets in Southeast Asia,Age 15 - 19,Male,125,38,11.66,15.56,-3.91,-0.673,0.5035,-0.114,0.1489,163,Not Significant,Not Significant,0
Other Markets in Southeast Asia,Age 20 - 24,Female,125,38,8.84,14.35,-5.51,-1.445,0.1528,-0.073,0.3534,163,Not Significant,Not Significant,0
Other Markets in Southeast Asia,Age 20 - 24,Male,125,38,7.78,16.73,-8.95,-1.471,0.1476,-0.153,0.0515,163,Not Significant,Not Significant,0
Other Markets in Southeast Asia,Age 25 - 34,Female,125,38,10.82,16.86,-6.04,-1.662,0.1018,-0.151,0.0539,163,Not Significant,Not Significant,0
Other Markets in Southeast Asia,Age 25 - 34,Male,125,38,9.59,17.11,-7.52,-1.936,0.058,-0.179,0.022,163,Significant Negative,Not Significant,0
Other Markets in Southeast Asia,Age 35 - 44,Female,125,38,14.31,16.42,-2.1,-0.516,0.6074,-0.114,0.146,163,Not Significant,Not Significant,0
Other Markets in Southeast Asia,Age 35 - 44,Male,125,38,10.16,13.76,-3.61,-1.063,0.2921,-0.056,0.48,163,Not Significant,Not Significant,0
Other Markets in Southeast Asia,Age 45 - 54,Female,125,38,10.97,11.35,-0.39,-0.084,0.9336,-0.111,0.1592,163,Not Significant,Not Significant,0
Other Markets in Southeast Asia,Age 45 - 54,Male,125,38,11.39,10.67,0.72,0.19,0.8498,-0.029,0.7177,163,Not Significant,Not Significant,0
Other Markets in Southeast Asia,Age 55 - 64,Female,125,38,11.41,16.79,-5.39,-0.874,0.3861,-0.199,0.0108,163,Significant Negative,Not Significant,0
Other Markets in Southeast Asia,Age 55 - 64,Male,125,38,6.7,16.85,-10.16,-2.673,0.0095,-0.23,0.0032,163,Significant Negative,Significant Negative,0
Other Markets in Southeast Asia,Age 65 & Above,Female,125,38,17.72,16.51,1.2,0.184,0.8544,-0.166,0.0347,163,Significant Negative,Not Significant,0
Other Markets in Southeast Asia,Age 65 & Above,Male,125,38,14.71,18.76,-4.05,-0.678,0.5008,-0.166,0.034,163,Significant Negative,Not Significant,0
Other Markets in West Asia,Age 14 & Below,Female,125,38,16.41,22.66,-6.24,-0.507,0.6143,0.022,0.7803,163,Not Significant,Not Significant,0
Other Markets in West Asia,Age 14 & Below,Male,125,38,13.97,35.13,-21.16,-1.234,0.2239,-0.009,0.9082,163,Not Significant,Not Significant,0
Other Markets in West Asia,Age 15 - 19,Female,125,38,23.34,46.48,-23.14,-1.124,0.2667,-0.004,0.9561,163,Not Significant,Not Significant,0
Other Markets in West Asia,Age 15 - 19,Male,125,38,26.8,20.24,6.56,0.461,0.6455,0.025,0.7562,163,Not Significant,Not Significant,0
Other Markets in West Asia,Age 20 - 24,Female,125,38,14.88,14.06,0.82,0.109,0.9137,0.157,0.0449,163,Significant Positive,Not Significant,0
Other Markets in West Asia,Age 20 - 24,Male,125,38,14.9,7.54,7.36,0.899,0.3719,0.314,0.0,163,Significant Positive,Not Significant,0
Other Markets in West Asia,Age 25 - 34,Female,125,38,9.71,14.23,-4.52,-0.836,0.4069,0.013,0.8713,163,Not Significant,Not Significant,0
Other Markets in West Asia,Age 25 - 34,Male,125,38,8.72,3.94,4.79,1.101,0.2751,0.162,0.0387,163,Significant Positive,Not Significant,0
Other Markets in West Asia,Age 35 - 44,Female,125,38,10.74,13.12,-2.38,-0.339,0.736,0.083,0.2943,163,Not Significant,Not Significant,0
Other Markets in West Asia,Age 35 - 44,Male,125,38,8.07,0.96,7.11,1.576,0.1208,0.253,0.0011,163,Significant Positive,Not Significant,0
Other Markets in West Asia,Age 45 - 54,Female,125,38,10.76,15.32,-4.56,-0.621,0.5376,0.116,0.1399,163,Not Significant,Not Significant,0
Other Markets in West Asia,Age 45 - 54,Male,125,38,4.79,4.27,0.53,0.114,0.9099,0.284,0.0002,163,Significant Positive,Not Significant,0
Other Markets in West Asia,Age 55 - 64,Female,125,38,14.61,12.51,2.1,0.282,0.7787,0.088,0.2651,163,Not Significant,Not Significant,0
Other Markets in West Asia,Age 55 - 64,Male,125,38,6.96,6.0,0.96,0.206,0.8374,0.198,0.0113,163,Significant Positive,Not Significant,0
Other Markets in West Asia,Age 65 & Above,Female,125,38,24.13,32.94,-8.81,-0.569,0.5721,-0.013,0.8656,163,Not Significant,Not Significant,0
Other Markets in West Asia,Age 65 & Above,Male,125,38,13.43,12.28,1.15,0.142,0.8875,0.084,0.2866,163,Not Significant,Not Significant,0
Pakistan,Age 14 & Below,Female,125,38,11.86,4.91,6.95,1.008,0.3169,0.077,0.3302,163,Not Significant,Not Significant,0
Pakistan,Age 14 & Below,Male,125,38,13.72,3.79,9.93,1.473,0.1455,0.083,0.2899,163,Not Significant,Not Significant,0
Pakistan,Age 15 - 19,Female,125,38,24.37,15.42,8.96,0.693,0.4903,0.103,0.1909,163,Not Significant,Not Significant,0
Pakistan,Age 15 - 19,Male,125,38,40.15,1.76,38.39,2.396,0.0177,0.089,0.256,163,Not Significant,Significant Positive,0
Pakistan,Age 20 - 24,Female,125,38,6.82,4.81,2.01,0.35,0.727,0.067,0.3924,163,Not Significant,Not Significant,0
Pakistan,Age 20 - 24,Male,125,38,3.81,-1.08,4.9,0.708,0.4812,0.054,0.4924,163,Not Significant,Not Significant,0
Pakistan,Age 25 - 34,Female,125,38,8.27,2.77,5.5,1.233,0.2222,0.115,0.1432,163,Not Significant,Not Significant,0
Pakistan,Age 25 - 34,Male,125,38,1.6,-3.88,5.48,1.244,0.2182,0.113,0.1505,163,Not Significant,Not Significant,0
Pakistan,Age 35 - 44,Female,125,38,11.46,5.89,5.56,0.921,0.3605,0.118,0.1347,163,Not Significant,Not Significant,0
Pakistan,Age 35 - 44,Male,125,38,3.6,-0.66,4.26,0.853,0.3968,0.126,0.1077,163,Not Significant,Not Significant,0
Pakistan,Age 45 - 54,Female,125,38,10.95,5.12,5.84,0.811,0.4204,0.101,0.2009,163,Not Significant,Not Significant,0
Pakistan,Age 45 - 54,Male,125,38,4.29,0.03,4.26,0.844,0.4011,0.211,0.007,163,Significant Positive,Not Significant,0
Pakistan,Age 55 - 64,Female,125,38,8.07,4.35,3.73,0.616,0.5401,-0.022,0.7817,163,Not Significant,Not Significant,0
Pakistan,Age 55 - 64,Male,125,38,6.37,3.87,2.5,0.458,0.6479,0.109,0.1668,163,Not Significant,Not Significant,0
Pakistan,Age 65 & Above,Female,125,38,12.48,11.71,0.77,0.104,0.9177,0.002,0.9795,163,Not Significant,Not Significant,0
Pakistan,Age 65 & Above,Male,125,38,8.54,5.94,2.6,0.436,0.6644,0.114,0.1478,163,Not Significant,Not Significant,0
Philippines,Age 14 & Below,Female,125,38,10.03,16.54,-6.5,-1.44,0.1547,-0.028,0.7208,163,Not Significant,Not Significant,1
Philippines,Age 14 & Below,Male,125,38,10.81,17.32,-6.51,-1.407,0.1644,-0.011,0.894,163,Not Significant,Not Significant,1
Philippines,Age 15 - 19,Female,125,38,12.52,11.35,1.17,0.214,0.8313,0.112,0.1545,163,Not Significant,Not Significant,1
Philippines,Age 15 - 19,Male,125,38,12.73,14.76,-2.03,-0.363,0.7178,0.049,0.5386,163,Not Significant,Not Significant,1
Philippines,Age 20 - 24,Female,125,38,5.47,-0.35,5.82,1.655,0.1,0.151,0.055,163,Not Significant,Not Significant,1
Philippines,Age 20 - 24,Male,125,38,7.06,9.14,-2.08,-0.592,0.5555,0.028,0.7256,163,Not Significant,Not Significant,1
Philippines,Age 25 - 34,Female,125,38,4.98,1.38,3.6,1.387,0.1678,0.156,0.0468,163,Significant Positive,Not Significant,1
Philippines,Age 25 - 34,Male,125,38,5.32,3.78,1.54,0.517,0.6072,0.12,0.1256,163,Not Significant,Not Significant,1
Philippines,Age 35 - 44,Female,125,38,7.46,5.66,1.8,0.764,0.448,0.144,0.0661,163,Not Significant,Not Significant,1
Philippines,Age 35 - 44,Male,125,38,5.45,5.0,0.45,0.181,0.8572,0.121,0.125,163,Not Significant,Not Significant,1
Philippines,Age 45 - 54,Female,125,38,8.48,9.77,-1.29,-0.409,0.6842,0.062,0.4347,163,Not Significant,Not Significant,1
Philippines,Age 45 - 54,Male,125,38,5.7,4.89,0.81,0.317,0.7523,0.128,0.1025,163,Not Significant,Not Significant,1
Philippines,Age 55 - 64,Female,125,38,9.09,14.42,-5.32,-1.519,0.135,-0.078,0.3227,163,Not Significant,Not Significant,1
Philippines,Age 55 - 64,Male,125,38,6.54,9.34,-2.81,-1.006,0.319,-0.028,0.722,163,Not Significant,Not Significant,1
Philippines,Age 65 & Above,Female,125,38,12.58,16.0,-3.42,-1.022,0.3116,-0.062,0.432,163,Not Significant,Not Significant,1
Philippines,Age 65 & Above,Male,125,38,10.64,13.52,-2.88,-0.909,0.3673,-0.07,0.3757,163,Not Significant,Not Significant,1
Rep of Ireland,Age 14 & Below,Female,125,38,17.23,8.57,8.66,0.788,0.4329,0.124,0.1144,163,Not Significant,Not Significant,0
Rep of Ireland,Age 14 & Below,Male,125,38,11.43,21.44,-10.01,-1.075,0.2859,0.079,0.3182,163,Not Significant,Not Significant,0
Rep of Ireland,Age 15 - 19,Female,125,36,38.28,15.52,22.76,1.161,0.2484,0.107,0.1785,161,Not Significant,Not Significant,0
Rep of Ireland,Age 15 - 19,Male,123,38,53.26,8.27,44.99,2.26,0.0253,0.111,0.1626,161,Not Significant,Significant Positive,0
Rep of Ireland,Age 20 - 24,Female,125,38,4.01,-15.74,19.75,3.92,0.0002,0.224,0.0041,163,Significant Positive,Significant Positive,0
Rep of Ireland,Age 20 - 24,Male,125,38,3.02,-12.39,15.42,3.025,0.0034,0.152,0.0535,163,Not Significant,Significant Positive,0
Rep of Ireland,Age 25 - 34,Female,125,38,4.01,-11.9,15.92,5.347,0.0,0.327,0.0,163,Significant Positive,Significant Positive,0
Rep of Ireland,Age 25 - 34,Male,125,38,1.43,-10.62,12.05,4.92,0.0,0.289,0.0002,163,Significant Positive,Significant Positive,0
Rep of Ireland,Age 35 - 44,Female,125,38,7.55,1.38,6.18,1.516,0.1345,0.173,0.0272,163,Significant Positive,Not Significant,0
Rep of Ireland,Age 35 - 44,Male,125,38,3.49,0.61,2.88,1.076,0.2856,0.211,0.0069,163,Significant Positive,Not Significant,0
Rep of Ireland,Age 45 - 54,Female,125,38,8.37,-0.56,8.93,2.144,0.0356,0.239,0.0021,163,Significant Positive,Significant Positive,0
Rep of Ireland,Age 45 - 54,Male,125,38,7.81,-0.14,7.95,2.735,0.0078,0.192,0.0139,163,Significant Positive,Significant Positive,0
Rep of Ireland,Age 55 - 64,Female,125,38,7.66,-2.82,10.48,2.591,0.0113,0.194,0.0131,163,Significant Positive,Significant Positive,0
Rep of Ireland,Age 55 - 64,Male,125,38,6.11,-1.16,7.27,1.918,0.0595,0.184,0.019,163,Significant Positive,Not Significant,0
Rep of Ireland,Age 65 & Above,Female,125,38,10.81,-1.55,12.35,3.105,0.0024,0.073,0.3574,163,Not Significant,Significant Positive,0
Rep of Ireland,Age 65 & Above,Male,125,38,9.44,3.63,5.81,1.303,0.1959,0.025,0.7512,163,Not Significant,Not Significant,0
Russian Federation,Age 14 & Below,Female,125,38,6.47,8.95,-2.48,-0.573,0.569,0.011,0.8873,163,Not Significant,Not Significant,0
Russian Federation,Age 14 & Below,Male,125,38,7.78,7.22,0.57,0.132,0.8953,0.013,0.8715,163,Not Significant,Not Significant,0
Russian Federation,Age 15 - 19,Female,125,38,14.35,8.22,6.13,0.867,0.3896,0.244,0.0017,163,Significant Positive,Not Significant,0
